Id,sampling_rate,gender,ethnicity,mean_pitch,max_pitch,min_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,path,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,mean_17,mean_18,mean_19,mean_20,mean_21,mean_22,mean_23,mean_24,mean_25,mean_26,mean_27,mean_28,mean_29,mean_30,mean_31,mean_32,mean_33,mean_34,mean_35,mean_36,mean_37,mean_38,mean_39,std_0,std_1,std_2,std_3,std_4,std_5,std_6,std_7,std_8,std_9,std_10,std_11,std_12,std_13,std_14,std_15,std_16,std_17,std_18,std_19,std_20,std_21,std_22,std_23,std_24,std_25,std_26,std_27,std_28,std_29,std_30,std_31,std_32,std_33,std_34,std_35,std_36,std_37,std_38,std_39,words_per_second
86,22050,female,igbo,814.23694,2973.6335,150.06624,0.0206946112552303,0.1032088246295211,0.0012673293505927,0.055282738095238,1816.2961926269688,[215.33203125],-49.68947518458951,0,0,1,2.4342403628117912,audios_evaluation/87.wav,-22.673418045043945,-15.329302787780762,-19.81805419921875,-22.761249542236328,-20.608665466308594,-22.814653396606445,-24.99845314025879,-25.13037109375,-27.26532745361328,-29.82466697692871,-30.992767333984375,-32.680458068847656,-33.466758728027344,-34.887943267822266,-36.548973083496094,-38.344627380371094,-37.46144104003906,-38.24303436279297,-41.04893112182617,-42.86003112792969,-42.42563247680664,-39.94028091430664,-40.48911666870117,-41.95755386352539,-42.31389617919922,-44.42877197265625,-45.58845901489258,-45.630096435546875,-45.1924934387207,-49.16871643066406,-53.79850769042969,-51.08849334716797,-49.55863571166992,-51.97313690185547,-55.044586181640625,-55.956905364990234,-52.5572509765625,-51.99894714355469,-54.742759704589844,-56.60325622558594,4.0142412185668945,8.871785163879395,10.078692436218262,10.215648651123047,11.924284934997559,11.669441223144531,12.325459480285645,13.068273544311523,11.977421760559082,10.684426307678223,11.811918258666992,10.936935424804688,11.8684720993042,11.098301887512207,12.136579513549805,13.656783103942871,14.326652526855469,13.464658737182617,11.704283714294434,11.267972946166992,11.48593521118164,10.983604431152344,9.207736015319824,7.669739246368408,7.085607528686523,6.541274547576904,6.631374835968018,8.171708106994629,8.732931137084961,7.807135105133057,5.934089183807373,5.606173038482666,5.746857643127441,5.3365478515625,3.870236873626709,3.2863781452178955,2.3360209465026855,2.093679428100586,3.7606239318847656,3.1775670051574707,0.0
87,22050,male,igbo,636.9369,3876.504,145.74365,0.0150165784741854,0.0948064186285762,0.0020417724388939,0.0282652948943661,1077.8110649797768,[129.19921875],2.2017730539069755,0,0,1,1.6324263038548752,audios_evaluation/88.wav,-9.13615608215332,-9.740163803100586,-10.565126419067383,-14.395018577575684,-14.739705085754395,-19.165292739868164,-24.401081085205078,-25.05653190612793,-27.146446228027344,-29.4002742767334,-31.09003257751465,-32.57256317138672,-35.62102127075195,-37.40766143798828,-39.36732482910156,-40.93524932861328,-42.312103271484375,-45.58592224121094,-49.28148651123047,-51.79495620727539,-51.80365753173828,-51.34457015991211,-49.69472885131836,-47.2373161315918,-47.69814682006836,-46.83319091796875,-47.39022445678711,-46.72347640991211,-47.790260314941406,-47.805999755859375,-48.618228912353516,-54.82822036743164,-58.171592712402344,-55.47067642211914,-55.32895278930664,-56.922706604003906,-59.81462478637695,-60.94758224487305,-56.896400451660156,-57.2262077331543,4.950117111206055,6.028582572937012,7.371927738189697,7.0641188621521,7.6136322021484375,8.828088760375977,9.07817554473877,10.00368595123291,10.294388771057129,10.714991569519043,9.072299003601074,8.912964820861816,9.169158935546875,9.546278953552246,10.052006721496582,11.385785102844238,10.468767166137695,9.279481887817383,7.829939365386963,7.279911041259766,7.638134479522705,8.158489227294922,6.849074840545654,6.2959885597229,7.496933460235596,5.695796966552734,5.4169697761535645,6.450558185577393,6.608461380004883,6.187067031860352,6.042351722717285,5.57931661605835,3.627248525619507,2.1445889472961426,1.21630859375,1.7004926204681396,2.455655813217163,2.2668652534484863,1.5496082305908203,2.0415914058685303,0.0
88,22050,male,igbo,858.7921,3978.881,146.82668,0.0201790186144948,0.1071335449838479,0.0046370967917644,0.0821200284090909,2056.380956046475,[143.5546875],-57.50873924622625,5,13,1,1.3852154195011337,audios_evaluation/89.wav,-17.6383056640625,-19.285236358642578,-20.735984802246094,-23.576154708862305,-24.08785057067871,-24.152395248413086,-24.32801628112793,-27.887990951538086,-31.040346145629883,-33.293190002441406,-34.76625442504883,-36.20795822143555,-36.52251434326172,-36.765777587890625,-36.82270431518555,-36.59629821777344,-35.87181091308594,-36.883689880371094,-40.422821044921875,-43.671180725097656,-45.246337890625,-42.673152923583984,-41.408180236816406,-42.448917388916016,-44.79901123046875,-46.228092193603516,-49.125457763671875,-51.44760513305664,-51.45451736450195,-51.2490348815918,-47.07505416870117,-46.3914680480957,-49.10342025756836,-52.543304443359375,-55.52848434448242,-56.30448532104492,-54.584171295166016,-54.463340759277344,-55.351661682128906,-57.283592224121094,8.606033325195312,12.54613971710205,14.365285873413086,12.951284408569336,15.021360397338867,15.219501495361328,16.40544319152832,15.365382194519043,14.943707466125488,14.741918563842773,13.416545867919922,13.08185863494873,13.531774520874023,14.025634765625,13.594930648803711,14.532020568847656,15.01975154876709,14.801794052124023,12.88900089263916,11.207245826721191,11.08699893951416,12.052057266235352,11.593856811523438,8.94691276550293,5.903645038604736,4.666551113128662,5.376925945281982,6.299842357635498,7.987030982971191,8.684050559997559,10.217477798461914,8.178993225097656,5.060921669006348,2.8748443126678467,4.207179546356201,5.9638800621032715,4.832155227661133,4.006015300750732,4.488382339477539,5.515018463134766,3.279688243693479
89,22050,female,igbo,707.655,2370.5078,150.32726,0.0154437607606278,0.0770996599284137,0.0126910138868243,0.0528588388480392,2174.40661401976,[99.38401442],-72.5409370280974,4,16,2,1.7647165532879818,audios_evaluation/90.wav,-41.42100524902344,-30.79183578491211,-25.650754928588867,-33.023746490478516,-31.792490005493164,-30.699356079101562,-33.464210510253906,-41.238739013671875,-41.145023345947266,-42.80331039428711,-45.437110900878906,-43.459381103515625,-44.2454948425293,-47.486854553222656,-47.17568588256836,-47.89772415161133,-47.77237319946289,-49.61288070678711,-52.74348449707031,-55.25478744506836,-55.64848709106445,-55.67574691772461,-52.55529022216797,-51.812870025634766,-52.06100082397461,-52.9882698059082,-53.85898208618164,-55.29922866821289,-58.307159423828125,-58.91306686401367,-57.4338493347168,-57.26341247558594,-59.4245491027832,-62.48347854614258,-65.38768768310547,-65.60140228271484,-62.23777770996094,-59.516300201416016,-61.136383056640625,-62.49470520019531,5.208856582641602,15.714493751525879,18.100461959838867,16.783287048339844,18.723602294921875,18.427261352539062,18.197263717651367,16.67115020751953,17.775453567504883,18.337955474853516,16.201765060424805,17.545223236083984,17.227096557617188,15.647027015686035,15.092923164367676,15.123836517333984,16.50374984741211,16.594179153442383,14.769561767578125,14.191036224365234,14.149161338806152,13.771547317504883,12.33204174041748,9.897865295410156,8.474350929260254,8.368325233459473,9.670783042907715,11.225035667419434,11.547900199890137,12.172768592834473,12.999624252319336,10.01852035522461,5.84578275680542,2.8226754665374756,3.9300596714019775,5.805955410003662,5.2430644035339355,4.861805438995361,5.005052089691162,7.411268711090088,1.6916644290153053
90,22050,female,tagalog,1734.9564,3999.7566,145.44272,0.0169863337487963,0.0781384653595859,0.0035572035381874,0.2133606868003731,3569.744813335219,[151.99908088],-93.93959538201808,69,281,30,21.43201814058957,audios_evaluation/91.wav,-57.037681579589844,-35.04408264160156,-32.51604461669922,-40.12336730957031,-36.80713653564453,-37.63456344604492,-41.431358337402344,-42.316898345947266,-47.34843826293945,-48.00642013549805,-47.863346099853516,-49.164306640625,-49.256797790527344,-49.99662780761719,-49.64533233642578,-50.09701156616211,-50.003814697265625,-50.12759017944336,-50.889373779296875,-51.2136116027832,-50.19096755981445,-50.31175994873047,-51.232139587402344,-50.764854431152344,-50.942283630371094,-52.68800735473633,-56.360748291015625,-58.76156997680664,-58.085147857666016,-55.82438659667969,-54.37453842163086,-55.648399353027344,-58.597007751464844,-60.98931121826172,-59.96242904663086,-59.32323455810547,-56.43014144897461,-54.28042221069336,-52.772911071777344,-53.80973434448242,10.393843650817871,18.047874450683594,18.54646110534668,14.361030578613281,18.3317813873291,17.997888565063477,16.026390075683594,16.378772735595703,13.932753562927246,13.71875286102295,13.845837593078613,12.685483932495117,13.21798324584961,13.147004127502441,13.474539756774902,13.597673416137695,13.51087760925293,13.349875450134277,12.606419563293457,12.654067993164062,12.930583953857422,13.360320091247559,13.910401344299316,14.329984664916992,13.824472427368164,12.763340950012207,11.652379035949707,10.637900352478027,11.134492874145508,12.54210090637207,13.371023178100586,12.400837898254395,11.779252052307129,12.195531845092773,12.139744758605957,12.058895111083984,12.708889961242676,12.949352264404297,13.053526878356934,13.131952285766602,2.4642138713157054
91,22050,female,igbo,961.4172,3997.7256,145.83115,0.0150072196217958,0.079822657053471,0.0056794448171473,0.1318196614583333,2793.2691992010577,[123.046875],-35.35070110713105,3,13,1,1.3515192743764173,audios_evaluation/92.wav,-32.155975341796875,-26.033607482910156,-22.10254669189453,-32.73685836791992,-27.40180015563965,-27.2883243560791,-31.60126495361328,-34.403343200683594,-37.53500747680664,-37.997806549072266,-42.3181037902832,-42.85007858276367,-42.50328826904297,-47.72930145263672,-46.87891387939453,-48.1094856262207,-48.795169830322266,-49.48997116088867,-51.154823303222656,-51.70269775390625,-53.00778579711914,-53.06894302368164,-51.39122772216797,-48.645591735839844,-47.48491287231445,-46.993896484375,-49.243038177490234,-50.80156326293945,-48.81591796875,-48.76599884033203,-47.961585998535156,-46.16257858276367,-48.90288162231445,-55.44147872924805,-58.90078353881836,-57.73709487915039,-52.76258850097656,-53.14009094238281,-55.64554214477539,-55.087181091308594,6.260571002960205,9.715252876281738,12.398374557495117,9.98681640625,14.400507926940918,15.443463325500488,14.12704086303711,15.847073554992676,15.994422912597656,14.5009183883667,11.603018760681152,13.109930992126465,14.716448783874512,12.409052848815918,12.905720710754395,14.050898551940918,11.902366638183594,12.994845390319824,10.88052749633789,9.951930046081543,8.568188667297363,6.7613630294799805,4.9254302978515625,4.396474838256836,4.495091438293457,6.462075233459473,7.440645694732666,8.710817337036133,10.28951358795166,9.598282814025879,8.580942153930664,7.303968906402588,6.0497660636901855,6.468113899230957,7.373567581176758,8.053866386413574,7.128809452056885,7.587937831878662,8.556674003601074,7.956635475158691,2.1822320456569786
92,22050,female,igbo,814.6394,3946.4526,147.89705,0.0141753895214763,0.0734629303380793,0.0015274687036895,0.1259297410102739,2689.306198269784,[107.66601562],2.0286215854178287,2,17,1,1.694875283446712,audios_evaluation/93.wav,-27.525381088256836,-16.7774658203125,-15.186004638671875,-32.8353385925293,-24.90454864501953,-29.621417999267578,-33.614566802978516,-30.69724464416504,-40.707767486572266,-35.3340950012207,-37.02053451538086,-44.02191925048828,-43.27119827270508,-46.995147705078125,-44.41596221923828,-45.39422607421875,-42.56047821044922,-42.39986038208008,-40.75347900390625,-41.1612548828125,-42.131187438964844,-43.223018646240234,-43.49448013305664,-43.74005889892578,-43.05546188354492,-44.34959030151367,-45.64870071411133,-44.96623992919922,-46.1345100402832,-46.412200927734375,-45.2198371887207,-43.93434143066406,-45.19140625,-48.26725769042969,-50.753902435302734,-52.93928146362305,-51.56241989135742,-49.96784210205078,-48.835121154785156,-52.26786804199219,5.024916648864746,9.514069557189941,10.923892974853516,9.938078880310059,10.112074851989746,10.030953407287598,8.554553985595703,10.663201332092285,10.391716003417969,10.26717472076416,10.922654151916504,8.151389122009277,6.385499954223633,7.19191312789917,6.940800189971924,6.973369121551514,8.682411193847656,10.073453903198242,10.779436111450195,8.430070877075195,8.30243968963623,6.975881576538086,5.172808647155762,5.7267351150512695,4.5356764793396,3.7580769062042236,3.9508702754974365,5.4495038986206055,6.361279010772705,9.260275840759277,8.452786445617676,8.627607345581055,7.881418704986572,7.095829010009766,7.184165954589844,8.469852447509766,8.537203788757324,7.947784423828125,8.864651679992676,8.383779525756836,1.180027828320668
93,22050,female,tamil,1343.7758,3998.7031,145.50877,0.0242091529881117,0.12353370769195,0.0038436398676692,0.1445636478080568,2534.038671834629,[107.66601562],-105.51446789795686,69,281,15,19.690521541950115,audios_evaluation/94.wav,-57.99197006225586,-37.59471130371094,-33.55251693725586,-33.65851593017578,-28.860944747924805,-31.99822235107422,-33.22783660888672,-36.94957733154297,-41.92558670043945,-42.176109313964844,-45.49856185913086,-47.84030532836914,-48.64722442626953,-50.533626556396484,-50.43673324584961,-51.3768424987793,-51.606781005859375,-50.27545928955078,-51.43316650390625,-52.632877349853516,-54.7708740234375,-53.7191276550293,-53.03401184082031,-51.90699768066406,-50.8287467956543,-49.454410552978516,-51.18621063232422,-53.94266128540039,-55.01900100708008,-54.165069580078125,-53.95096206665039,-57.395057678222656,-63.84419250488281,-64.38386535644531,-64.57403564453125,-63.75568771362305,-62.69437026977539,-62.0582275390625,-65.48217010498047,-69.9514389038086,4.730627536773682,11.182831764221191,11.347932815551758,8.906267166137695,12.700729370117188,15.34447193145752,14.946625709533691,14.72764778137207,14.008255958557129,14.260462760925293,13.31676959991455,12.568147659301758,11.957684516906738,11.40583324432373,11.185457229614258,11.115002632141113,10.195917129516602,10.307955741882324,10.194486618041992,9.668611526489258,8.808496475219727,9.059477806091309,9.742624282836914,10.915811538696289,11.547698974609375,12.044177055358887,11.022848129272461,9.604720115661621,9.781693458557129,10.126298904418945,10.496671676635742,9.750102043151855,7.679633617401123,8.914301872253418,9.965715408325195,11.127601623535156,11.797052383422852,10.609554290771484,8.268959045410156,7.239761829376221,2.8181836704830245
94,22050,female,igbo,591.2329,1754.808,147.45213,0.0169304701522212,0.0904971801263311,0.0016721827925965,0.0385577598314606,1512.3585876374218,[112.34714674],-29.83637312774889,0,0,1,2.00249433106576,audios_evaluation/95.wav,-25.43080711364746,-15.059843063354492,-18.322301864624023,-22.15785789489746,-18.45095443725586,-26.37725257873535,-30.21560287475586,-32.962947845458984,-34.95341491699219,-37.60887145996094,-38.75917434692383,-40.627506256103516,-40.064762115478516,-42.92057800292969,-44.08051300048828,-45.13723373413086,-45.232093811035156,-46.45011901855469,-48.93680953979492,-50.14371871948242,-51.954227447509766,-53.001861572265625,-51.1634635925293,-49.889564514160156,-50.93553161621094,-49.095619201660156,-48.24554443359375,-48.901676177978516,-52.810760498046875,-56.19807052612305,-58.70582580566406,-55.414058685302734,-56.78685760498047,-60.12209701538086,-54.62377166748047,-54.2474365234375,-57.28126525878906,-59.17163848876953,-56.542572021484375,-55.497737884521484,4.833510875701904,10.126258850097656,13.120782852172852,14.266140937805176,16.663705825805664,15.055413246154785,13.515291213989258,13.83572006225586,16.026811599731445,13.514111518859863,13.76197624206543,12.298547744750977,12.410421371459961,12.457040786743164,11.333745002746582,11.235427856445312,12.299407005310059,12.460269927978516,11.167010307312012,10.046302795410156,8.81493854522705,9.108203887939453,9.362186431884766,8.894911766052246,8.206595420837402,8.503366470336914,5.712608814239502,5.839852333068848,5.852650165557861,4.710683822631836,4.447220802307129,5.172534465789795,5.340798377990723,3.530928611755371,3.650054454803467,3.727304458618164,4.4841628074646,6.053586006164551,5.013385772705078,4.089951992034912,0.0
95,22050,female,igbo,1549.9761,3998.8704,147.04434,0.0167152548722325,0.0973974914526258,0.0057120481101584,0.0848889802631579,3285.4074370425465,[129.19921875],-22.66772777820295,5,22,1,1.4628571428571429,audios_evaluation/96.wav,-32.87458419799805,-31.406654357910156,-27.699085235595703,-32.57692337036133,-32.422916412353516,-30.60953140258789,-31.679643630981445,-35.98844528198242,-37.59383010864258,-37.52215576171875,-38.77182388305664,-38.28374099731445,-39.15194320678711,-39.69118881225586,-40.09010696411133,-40.954654693603516,-40.85575866699219,-40.09672164916992,-40.81734085083008,-40.491294860839844,-41.36661148071289,-42.5147705078125,-43.34882354736328,-42.91697692871094,-42.6080207824707,-43.58475875854492,-43.93798828125,-42.628116607666016,-42.97870635986328,-43.246395111083984,-43.50577163696289,-45.838714599609375,-48.550933837890625,-49.9117431640625,-50.17594909667969,-49.4423713684082,-49.11043930053711,-48.70280456542969,-47.6745719909668,-49.80952453613281,12.258155822753906,15.208881378173828,17.73838233947754,14.377931594848633,13.677979469299316,14.881454467773438,14.2179536819458,12.199441909790039,12.960094451904297,12.366006851196289,11.46661376953125,13.24472713470459,13.213292121887207,10.935665130615234,9.949216842651367,10.042354583740234,9.920243263244629,10.344462394714355,10.410516738891602,10.782950401306152,9.73418140411377,8.190436363220215,7.978003025054932,7.944235801696777,8.321996688842773,7.74869966506958,7.274016857147217,8.351593017578125,7.790431976318359,7.16921854019165,7.488259315490723,6.334960460662842,4.549154281616211,2.6570546627044678,2.2818222045898438,2.7756965160369873,3.173898696899414,3.408517360687256,4.146992206573486,4.596602439880371,2.272118376852214
96,22050,female,igbo,1235.821,3875.9924,149.78557,0.0146478073644609,0.0710875770515833,0.000947057191825,0.0944721638655462,2774.136832685447,[103.359375],-91.72203394941084,5,22,1,2.716734693877551,audios_evaluation/97.wav,-29.793437957763672,-33.832550048828125,-30.657316207885742,-37.87870407104492,-37.718666076660156,-36.27239990234375,-40.87087631225586,-42.28849792480469,-41.919090270996094,-44.503395080566406,-44.73411560058594,-45.84319305419922,-47.42251205444336,-49.67685317993164,-50.8356819152832,-50.64372253417969,-51.30027389526367,-51.40104293823242,-49.20579528808594,-48.050846099853516,-49.155086517333984,-49.0028076171875,-47.25532913208008,-45.0584831237793,-46.67018508911133,-49.30316925048828,-51.93000793457031,-52.67926025390625,-53.179466247558594,-53.236412048339844,-51.711490631103516,-50.12007522583008,-53.5721549987793,-59.070472717285156,-61.886138916015625,-59.52104568481445,-55.48573303222656,-56.32379150390625,-58.14295196533203,-58.64839553833008,7.460654258728027,13.88521957397461,17.950973510742188,13.472679138183594,15.543728828430176,17.115314483642578,15.085268020629883,15.595941543579102,15.601485252380371,14.409746170043945,12.316463470458984,13.454769134521484,13.754720687866211,11.666276931762695,13.45319938659668,13.74928092956543,12.849267959594727,13.898703575134277,14.883365631103516,15.176109313964844,13.506752014160156,12.730320930480957,11.845649719238281,11.066446304321289,9.5164213180542,8.185062408447266,8.078850746154785,8.936729431152344,8.811617851257324,9.583844184875488,11.595016479492188,10.170876502990723,8.174195289611816,5.926727294921875,4.7671356201171875,6.225985527038574,5.910723686218262,5.861464023590088,7.895753860473633,7.963014602661133,1.824394764276613
97,22050,male,taishan,1944.3627,3999.6746,145.4948,0.0208086678379854,0.1216707271528089,0.0016532346051399,0.1970839478110374,3073.1606357320143,[95.703125],-118.73358487641718,69,281,32,22.337596371882093,audios_evaluation/98.wav,-35.3122444152832,-35.41559982299805,-32.66616439819336,-34.71168518066406,-36.342254638671875,-36.480003356933594,-39.26205062866211,-42.763431549072266,-45.568111419677734,-42.28461837768555,-42.27332305908203,-41.5095329284668,-40.659847259521484,-41.58612060546875,-42.29157638549805,-42.86027145385742,-43.965457916259766,-46.141204833984375,-48.68534851074219,-46.765785217285156,-46.22547912597656,-43.965152740478516,-41.736507415771484,-42.16863250732422,-47.3834114074707,-47.338844299316406,-43.04180908203125,-43.55805587768555,-46.82845687866211,-48.292232513427734,-50.20338439941406,-52.515052795410156,-50.642704010009766,-52.55432891845703,-55.83427810668945,-57.69755554199219,-56.524539947509766,-57.12700653076172,-55.90414047241211,-56.643341064453125,11.562775611877441,14.359087944030762,16.900331497192383,15.834796905517578,15.908472061157227,15.925837516784668,15.101530075073242,13.789956092834473,11.799724578857422,13.842063903808594,14.117776870727539,12.932077407836914,13.831443786621094,14.1803560256958,13.823012351989746,13.398433685302734,13.014866828918457,12.572338104248047,11.331037521362305,11.102326393127441,11.402336120605469,12.648259162902832,13.333259582519531,13.674577713012695,11.205822944641113,12.081106185913086,14.584867477416992,14.785468101501465,13.23099136352539,14.55592155456543,14.85745620727539,13.63922119140625,14.480942726135254,13.674051284790039,13.110513687133789,12.460580825805664,13.177266120910645,12.52338981628418,12.740696907043457,11.681453704833984,2.3180114571271866
98,22050,male,tigrigna,1050.3553,3998.9216,145.44312,0.0235661372365674,0.1125917475288247,0.0024517899312739,0.1091507344093784,2265.290874751497,[143.5546875],-134.76649390326546,69,281,32,27.469206349206345,audios_evaluation/99.wav,-42.70795440673828,-30.415010452270508,-27.194679260253906,-26.7784481048584,-32.92823791503906,-36.63771057128906,-39.44791793823242,-42.29001235961914,-45.05942153930664,-47.96930694580078,-51.788238525390625,-54.117427825927734,-53.90690994262695,-53.734893798828125,-54.341739654541016,-55.113800048828125,-54.00657653808594,-51.6806640625,-47.78909683227539,-45.50760269165039,-45.43498229980469,-47.894081115722656,-53.035606384277344,-55.062252044677734,-55.53022766113281,-56.12084197998047,-55.81517791748047,-55.10848617553711,-56.60731506347656,-55.30620574951172,-56.386661529541016,-59.329742431640625,-61.697383880615234,-62.042869567871094,-62.595550537109375,-62.947330474853516,-65.18175506591797,-65.72589111328125,-65.41697692871094,-66.45016479492188,8.336895942687988,12.861180305480957,12.575233459472656,14.052918434143066,15.614838600158691,15.959056854248047,15.580180168151855,15.148277282714844,14.172060012817383,13.231836318969727,11.195984840393066,9.838875770568848,10.9126558303833,11.32878589630127,10.926807403564453,10.454842567443848,11.340887069702148,12.35311222076416,13.947731971740723,15.105429649353027,15.368348121643066,14.566150665283203,12.38976764678955,11.56956672668457,11.225831031799316,10.308381080627441,10.55941104888916,11.384733200073242,10.082038879394531,11.986257553100586,11.924952507019043,11.332990646362305,9.968124389648438,9.262845993041992,8.964768409729004,9.114716529846191,8.468457221984863,8.662601470947266,8.975510597229004,9.469624519348145,1.635238038939613
99,22050,female,xasonga,905.57837,3999.1006,145.38556,0.0297590235888825,0.1670175925884781,0.0049293735168369,0.0777554198182059,1554.9223198428338,[71.77734375],-106.1935077075008,69,281,12,41.80340136054421,audios_evaluation/100.wav,-29.31713104248047,-32.558719635009766,-27.081125259399414,-31.62774658203125,-29.166473388671875,-28.83611488342285,-31.99957275390625,-34.34809494018555,-38.304988861083984,-39.480796813964844,-40.244384765625,-42.13980484008789,-43.803565979003906,-45.702457427978516,-48.137107849121094,-49.17463684082031,-47.2187385559082,-46.44148635864258,-47.29865646362305,-48.33684158325195,-49.92340850830078,-52.276756286621094,-49.91874313354492,-49.086856842041016,-52.804256439208984,-56.35890197753906,-57.07046890258789,-56.70732879638672,-55.89094161987305,-56.77299118041992,-58.184967041015625,-59.09129333496094,-58.690086364746094,-57.644920349121094,-60.03884506225586,-66.19403839111328,-73.26264953613281,-78.23160552978516,-80.0,-80.0,4.764240264892578,7.077556133270264,10.121705055236816,7.909323215484619,9.762267112731934,11.20797348022461,10.319108963012695,9.78836727142334,8.239398956298828,9.452492713928223,9.521811485290527,9.821747779846191,9.917858123779297,9.670565605163574,8.42678451538086,7.550899505615234,9.41364860534668,10.059427261352539,9.617765426635742,9.099933624267578,8.570440292358398,7.977921485900879,9.428689002990723,10.105100631713867,8.63086223602295,7.848567962646484,7.909711837768555,8.20848274230957,8.9868803024292,9.418289184570312,8.902716636657715,9.275335311889648,10.371298789978027,11.640440940856934,11.607343673706055,11.997426986694336,10.766914367675781,4.7806901931762695,0.0,0.0,1.577840439466078
100,22050,male,spanish,1742.0656,3999.5374,145.45264,0.0379714015215306,0.1451275497022661,0.0085607047667839,0.0790203525431485,2019.052844826076,[107.66601562],-102.39978105945454,69,281,3,21.13015873015873,audios_evaluation/101.wav,-24.326208114624023,-33.99114990234375,-36.075599670410156,-37.498111724853516,-37.0483283996582,-39.943153381347656,-43.16836166381836,-45.885276794433594,-47.97560501098633,-49.00688171386719,-49.46646499633789,-50.909080505371094,-52.29624557495117,-51.78083419799805,-52.22480392456055,-51.994163513183594,-51.22328567504883,-51.78038787841797,-53.00021743774414,-53.56062316894531,-53.273681640625,-52.780948638916016,-51.628013610839844,-50.34559631347656,-50.75363540649414,-51.62932205200195,-52.38085174560547,-53.67475891113281,-56.34189224243164,-59.2703971862793,-62.45380401611328,-64.5762939453125,-62.6065788269043,-61.90757751464844,-62.133880615234375,-62.24675750732422,-63.71537780761719,-62.96698760986328,-63.18671417236328,-66.23750305175781,13.153071403503418,15.591987609863281,15.567193984985352,15.745793342590332,16.549863815307617,16.042747497558594,15.428759574890137,14.479541778564453,14.145453453063965,13.193401336669922,12.955198287963867,12.741293907165527,12.4133882522583,12.556547164916992,12.57148265838623,12.61307144165039,12.868297576904297,12.793148040771484,12.393997192382812,12.247994422912598,12.970020294189453,13.641209602355957,14.336847305297852,14.458430290222168,13.810254096984863,13.42529010772705,13.729865074157715,13.578400611877441,12.761472702026367,11.134231567382812,10.383995056152344,10.594646453857422,11.303210258483887,12.09063720703125,11.938033103942871,11.05229663848877,10.9260835647583,11.294517517089844,10.747193336486816,9.811197280883789,3.1093086133642336
101,22050,male,spanish,1755.1996,3998.7043,145.58237,0.041501874887623,0.172268887097218,0.002842090326289,0.1720538799579327,2595.8340542226188,[172.265625],-97.68628964959576,69,281,19,20.201360544217685,audios_evaluation/102.wav,-34.59498977661133,-28.816377639770508,-27.098726272583008,-27.457368850708008,-31.52622413635254,-32.81285095214844,-36.96853256225586,-41.915958404541016,-45.03023910522461,-48.24300003051758,-53.054386138916016,-55.27392578125,-51.064918518066406,-48.70975112915039,-47.79859161376953,-46.192691802978516,-46.03797912597656,-46.54372024536133,-47.30999755859375,-47.759307861328125,-51.02324295043945,-49.47543716430664,-48.04979705810547,-48.347957611083984,-46.30104446411133,-46.04692459106445,-44.052833557128906,-44.843841552734375,-48.6028938293457,-51.693580627441406,-51.75963592529297,-53.036705017089844,-55.074951171875,-54.62091827392578,-55.06743240356445,-59.937721252441406,-62.77632141113281,-64.1206283569336,-65.5325698852539,-66.7599105834961,14.366691589355469,15.450496673583984,16.663755416870117,16.57402992248535,16.686946868896484,16.709041595458984,15.928413391113281,14.609062194824219,13.223596572875977,12.167506217956543,10.87346076965332,11.031621932983398,12.138910293579102,12.85588264465332,12.862665176391602,13.258562088012695,13.149827003479004,12.43303108215332,11.822174072265625,12.251702308654785,12.199029922485352,12.71581745147705,13.042291641235352,12.89229965209961,13.682215690612793,13.506895065307617,14.26180648803711,14.441872596740723,13.73840618133545,13.651195526123047,14.724859237670898,14.389542579650879,14.139421463012695,13.84312915802002,14.160326957702637,13.381486892700195,12.883772850036621,13.446889877319336,13.38236141204834,12.760457038879395,2.8595620394055525
